Common name,Scientific name,Order,Family,95% Lower CI,Abundance estimate,95% Upper CI,Range adjusted,Training species
Striped Cuckoo,Tapera naevia,Cuculiformes,Cuculidae (Cuckoos),44027,3604771,316515678,TRUE,FALSE
Water Rail,Rallus aquaticus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",34623,3604747,337538063,TRUE,FALSE
Italian Sparrow,Passer italiae,Passeriformes,Passeridae (Old World Sparrows),49437,3602926,325254741,TRUE,FALSE
Brownish-flanked Bush Warbler,Horornis fortipes,Passeriformes,Scotocercidae (Bush Warblers and Allies),40189,3594943,317145010,TRUE,FALSE
Red-browed Firetail,Neochmia temporalis,Passeriformes,Estrildidae (Waxbills and Allies),44479,3594643,338406634,TRUE,FALSE
Dwarf Tyrant-Manakin,Tyranneutes stolzmanni,Passeriformes,Pipridae (Manakins),38706,3589269,319641846,TRUE,FALSE
Asian Rosy-Finch,Leucosticte arctoa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",46383,3586505,295502496,TRUE,FALSE
Caribbean Martin,Progne dominicensis,Passeriformes,Hirundinidae (Swallows),47142,3584729,293028256,FALSE,FALSE
Eurasian Nightjar,Caprimulgus europaeus,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),36469,3583151,304516565,TRUE,FALSE
Himalayan Swiftlet,Aerodramus brevirostris,Caprimulgiformes,Apodidae (Swifts),40888,3581319,327563060,TRUE,FALSE
Plain Antvireo,Dysithamnus mentalis,Passeriformes,Thamnophilidae (Typical Antbirds),37416,3578733,329113947,TRUE,FALSE
Short-tailed Pygmy-Tyrant,Myiornis ecaudatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),38682,3578299,316076033,TRUE,FALSE
Sulphur-bellied Flycatcher,Myiodynastes luteiventris,Passeriformes,Tyrannidae (Tyrant Flycatchers),39217,3575716,317766614,FALSE,FALSE
Greenish Yellow-Finch,Sicalis olivascens,Passeriformes,Thraupidae (Tanagers and Allies),41127,3574322,319565669,FALSE,FALSE
Buff-necked Ibis,Theristicus caudatus,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),34250,3572972,318515601,TRUE,FALSE
Puna Ibis,Plegadis ridgwayi,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),46406,3562758,272485264,FALSE,FALSE
Wrentit,Chamaea fasciata,Passeriformes,"Paradoxornithidae (Parrotbills, Wrentit, and Allies)",52190,3562711,259557809,FALSE,TRUE
Dolphin Gull,Leucophaeus scoresbii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",45420,3561641,301568810,TRUE,FALSE
Australasian Darter,Anhinga novaehollandiae,Suliformes,Anhingidae (Anhingas),42648,3561452,357612132,TRUE,FALSE
Rufous-chested Swallow,Cecropis semirufa,Passeriformes,Hirundinidae (Swallows),34242,3550559,333139566,TRUE,FALSE
Blue Ground-Dove,Claravis pretiosa,Columbiformes,Columbidae (Pigeons and Doves),38916,3543570,310885037,TRUE,FALSE
White-winged Becard,Pachyramphus polychopterus,Passeriformes,Tityridae (Tityras and Allies),42890,3539754,334986761,TRUE,FALSE
Canada Warbler,Cardellina canadensis,Passeriformes,Parulidae (New World Warblers),43089,3538974,324664428,TRUE,TRUE
Gray-fronted Dove,Leptotila rufaxilla,Columbiformes,Columbidae (Pigeons and Doves),44483,3535576,325623441,TRUE,FALSE
Orange-headed Tanager,Thlypopsis sordida,Passeriformes,Thraupidae (Tanagers and Allies),42134,3525502,331188265,TRUE,FALSE
Yellow-winged Cacique,Cassiculus melanicterus,Passeriformes,Icteridae (Troupials and Allies),41209,3519008,317479989,FALSE,FALSE
Montagu's Harrier,Circus pygargus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",37834,3516728,295451152,TRUE,FALSE
Golden Eagle,Aquila chrysaetos,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",38942,3515253,356424476,TRUE,FALSE
Mexican Duck,Anas diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",42570,3510962,302552993,FALSE,FALSE
Chiguanco Thrush,Turdus chiguanco,Passeriformes,Turdidae (Thrushes and Allies),35314,3509587,302735177,TRUE,FALSE
Indian Golden Oriole,Oriolus kundoo,Passeriformes,Oriolidae (Old World Orioles),38806,3493135,328189136,TRUE,FALSE
Gray-faced Petrel,Pterodroma gouldi,Procellariiformes,Procellariidae (Shearwaters and Petrels),37315,3486516,333939488,FALSE,FALSE
Plumbeous Kite,Ictinia plumbea,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",40460,3486234,339794772,TRUE,FALSE
Blue-winged Minla,Actinodura cyanouroptera,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),37723,3485691,297846894,TRUE,FALSE
Orange-fronted Parakeet,Eupsittula canicularis,Psittaciformes,Psittacidae (New World and African Parrots),40965,3484422,300592321,FALSE,FALSE
Green Pygmy-Goose,Nettapus pulchellus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",36465,3483772,317044659,TRUE,FALSE
Cook's Swift,Apus cooki,Caprimulgiformes,Apodidae (Swifts),39100,3481084,303515014,FALSE,FALSE
Rosy-billed Pochard,Netta peposaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",35474,3479133,310407111,TRUE,FALSE
Toco Toucan,Ramphastos toco,Piciformes,Ramphastidae (Toucans),39367,3473839,332493068,TRUE,FALSE
White-faced Storm-Petrel,Pelagodroma marina,Procellariiformes,Oceanitidae (Southern Storm-Petrels),38274,3473430,286707109,FALSE,FALSE
Indian Cuckoo,Cuculus micropterus,Cuculiformes,Cuculidae (Cuckoos),41699,3470697,351298379,TRUE,FALSE
Rufous-throated Honeyeater,Conopophila rufogularis,Passeriformes,Meliphagidae (Honeyeaters),39089,3456107,309102385,TRUE,FALSE
Orange Chat,Epthianura aurifrons,Passeriformes,Meliphagidae (Honeyeaters),38800,3454033,278476307,TRUE,FALSE
Melodious Blackbird,Dives dives,Passeriformes,Icteridae (Troupials and Allies),40087,3448406,286285628,FALSE,FALSE
South American Snipe,Gallinago paraguaiae,Charadriiformes,Scolopacidae (Sandpipers and Allies),36086,3446659,326489628,TRUE,FALSE
Tawny Grassbird,Megalurus timoriensis,Passeriformes,Locustellidae (Grassbirds and Allies),34834,3445599,329745232,TRUE,FALSE
Wedge-billed Woodcreeper,Glyphorynchus spirurus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),35252,3443950,309042029,TRUE,FALSE
Laughing Kookaburra,Dacelo novaeguineae,Coraciiformes,Alcedinidae (Kingfishers),36922,3443934,330861174,TRUE,FALSE
Rough-legged Hawk,Buteo lagopus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",48926,3443191,224914201,TRUE,TRUE
Red-headed Manakin,Ceratopipra rubrocapilla,Passeriformes,Pipridae (Manakins),33738,3441222,332907848,TRUE,FALSE
Vieillot's Weaver,Ploceus nigerrimus,Passeriformes,Ploceidae (Weavers and Allies),43480,3434870,306162377,TRUE,FALSE
Wood Lark,Lullula arborea,Passeriformes,Alaudidae (Larks),39101,3434603,354210426,TRUE,FALSE
Gray-chinned Minivet,Pericrocotus solaris,Passeriformes,Campephagidae (Cuckooshrikes),32697,3432488,288241567,TRUE,FALSE
Melodious Warbler,Hippolais polyglotta,Passeriformes,Acrocephalidae (Reed Warblers and Allies),37041,3430589,289211252,TRUE,FALSE
Red-backed Scrub-Robin,Cercotrichas leucophrys,Passeriformes,Muscicapidae (Old World Flycatchers),33830,3429461,286949994,TRUE,FALSE
Variable Wheatear,Oenanthe picata,Passeriformes,Muscicapidae (Old World Flycatchers),37765,3426755,346032705,TRUE,FALSE
Crowned Lapwing,Vanellus coronatus,Charadriiformes,Charadriidae (Plovers and Lapwings),35638,3415614,299009445,TRUE,FALSE
Gray-hooded Warbler,Phylloscopus xanthoschistos,Passeriformes,Phylloscopidae (Leaf Warblers),37560,3413419,318231831,FALSE,FALSE
Sooty-fronted Spinetail,Synallaxis frontalis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),33751,3389228,284996142,TRUE,FALSE
Lesser Cuckoo,Cuculus poliocephalus,Cuculiformes,Cuculidae (Cuckoos),40426,3389034,319367600,TRUE,FALSE
Red-and-green Macaw,Ara chloropterus,Psittaciformes,Psittacidae (New World and African Parrots),36100,3379841,323795197,TRUE,FALSE
Silver-throated Tit,Aegithalos glaucogularis,Passeriformes,Aegithalidae (Long-tailed Tits),31823,3378121,332672801,TRUE,FALSE
Blue-crowned Trogon,Trogon curucui,Trogoniformes,Trogonidae (Trogons),36769,3377756,299702524,TRUE,FALSE
Tawny-crowned Pygmy-Tyrant,Euscarthmus meloryphus,Passeriformes,Tyrannidae (Tyrant Flycatchers),32535,3375465,298006936,TRUE,FALSE
Winding Cisticola,Cisticola galactotes,Passeriformes,Cisticolidae (Cisticolas and Allies),38795,3370285,273421526,TRUE,FALSE
Brown Thornbill,Acanthiza pusilla,Passeriformes,Acanthizidae (Thornbills and Allies),44767,3369830,283661518,FALSE,FALSE
Rufous-fronted Thornbird,Phacellodomus rufifrons,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),34723,3369741,283307666,TRUE,FALSE
Rock Pipit,Anthus petrosus,Passeriformes,Motacillidae (Wagtails and Pipits),36321,3367825,327425203,TRUE,FALSE
Great Bittern,Botaurus stellaris,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",39435,3366095,302092812,TRUE,FALSE
White-winged Chough,Corcorax melanorhamphos,Passeriformes,Corcoracidae (White-winged Chough and Apostlebird),40079,3364206,324107634,FALSE,FALSE
American Pipit,Anthus rubescens,Passeriformes,Motacillidae (Wagtails and Pipits),457311,3363022,24383287,TRUE,TRUE
Variable Seedeater,Sporophila corvina,Passeriformes,Thraupidae (Tanagers and Allies),39653,3355207,316656226,FALSE,FALSE
Streak-eared Bulbul,Pycnonotus conradi,Passeriformes,Pycnonotidae (Bulbuls),38030,3354684,290473655,TRUE,FALSE
Unicolored Blackbird,Agelasticus cyanopus,Passeriformes,Icteridae (Troupials and Allies),37059,3352272,293034970,FALSE,FALSE
Croaking Ground-Dove,Columbina cruziana,Columbiformes,Columbidae (Pigeons and Doves),41092,3350195,300804917,TRUE,FALSE
White-throated Dipper,Cinclus cinclus,Passeriformes,Cinclidae (Dippers),35225,3349892,312693240,TRUE,TRUE
Little Woodpecker,Dryobates passerinus,Piciformes,Picidae (Woodpeckers),36358,3346739,302144037,TRUE,FALSE
Three-banded Plover,Charadrius tricollaris,Charadriiformes,Charadriidae (Plovers and Lapwings),39294,3344628,319742320,TRUE,FALSE
Piapiac,Ptilostomus afer,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",35873,3344104,274344736,TRUE,FALSE
Sepia-capped Flycatcher,Leptopogon amaurocephalus,Passeriformes,Tyrannidae (Tyrant Flycatchers),36858,3343452,297629751,TRUE,FALSE
White-winged Lark,Alauda leucoptera,Passeriformes,Alaudidae (Larks),35064,3342134,307978248,TRUE,FALSE
Copper Sunbird,Cinnyris cupreus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),37627,3340827,309066519,TRUE,FALSE
Bonin Petrel,Pterodroma hypoleuca,Procellariiformes,Procellariidae (Shearwaters and Petrels),46767,3336697,244829667,FALSE,FALSE
Common Diving-Petrel,Pelecanoides urinatrix,Procellariiformes,Procellariidae (Shearwaters and Petrels),37126,3334121,308129958,FALSE,FALSE
Gray-capped Woodpecker,Yungipicus canicapillus,Piciformes,Picidae (Woodpeckers),32919,3329661,307619009,FALSE,FALSE
